Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost
SO17576,43929,Online,USD,26,2,13,3,364.32,260.23
SO17577,43914,Online,USD,15,260,20,1,554.66,396.18
SO17578,43918,Distributor,USD,16,159,40,7,649.13,463.66
SO17579,43907,Wholesale,USD,8,342,3,4,467.20,333.72
SO17580,43851,Wholesale,USD,4,308,16,7,426.69,304.78
SO17581,43932,Wholesale,USD,17,223,26,4,647.53,462.52
SO17582,43935,In-Store,USD,5,284,37,5,156.83,112.02
SO17583,43978,In-Store,USD,15,14,27,3,205.39,146.71
SO17584,43912,Online,USD,18,146,11,8,541.48,386.77
SO17585,43871,Online,USD,4,198,40,5,436.36,311.68
SO17586,43947,Online,USD,6,146,6,2,515.99,368.57
SO17587,43894,Online,USD,21,57,9,6,577.21,412.30
SO17588,43896,Wholesale,USD,7,125,33,4,213.35,152.39
SO17589,43853,In-Store,USD,23,32,35,8,185.99,132.85
SO17590,43931,Wholesale,USD,24,319,37,10,587.65,419.75
SO17591,43879,Online,USD,11,240,12,4,521.87,372.77
SO17592,43858,In-Store,USD,11,131,26,6,526.76,376.26
SO17593,43953,Distributor,USD,19,275,14,8,431.82,308.44
SO17594,43869,In-Store,USD,18,1,4,7,425.15,303.68
SO17595,43853,Distributor,USD,12,53,44,5,411.60,294.00
SO17596,43859,Distributor,USD,21,158,4,9,271.09,193.64
SO17597,43919,Online,USD,7,50,9,4,578.57,413.27
SO17598,43950,Distributor,USD,8,98,3,10,467.90,334.21
SO17599,43858,Distributor,USD,10,112,5,10,462.55,330.39
SO17600,43893,Distributor,USD,22,128,24,9,206.91,147.80
SO17601,43854,In-Store,USD,22,163,20,2,630.33,450.23
SO17602,43916,Wholesale,USD,21,150,10,10,359.25,256.60
SO17603,43922,Online,USD,7,347,19,3,272.96,194.97
SO17604,43853,Wholesale,USD,9,176,33,10,443.61,316.86
SO17605,43864,In-Store,USD,15,48,39,6,540.75,386.25
SO17606,43953,Distributor,USD,8,130,14,4,394.73,281.95
SO17607,43952,In-Store,USD,22,130,26,6,490.50,350.36
SO17608,43833,Distributor,USD,14,288,14,6,447.18,319.41
SO17609,43899,Online,USD,4,325,5,2,189.63,135.45
SO17610,43953,Wholesale,USD,1,126,25,4,590.54,421.81
SO17611,43977,Wholesale,USD,11,317,45,4,596.98,426.41
SO17612,43871,In-Store,USD,14,26,43,1,175.34,125.24
SO17613,43938,Wholesale,USD,2,305,46,4,486.66,347.61
SO17614,43878,Online,USD,23,121,46,1,378.18,270.13
SO17615,43971,Distributor,USD,14,250,25,3,325.15,232.25
SO17616,43868,Wholesale,USD,16,195,30,4,335.83,239.88
SO17617,43902,Wholesale,USD,1,356,35,8,592.42,423.16
SO17618,43855,Distributor,USD,23,226,8,4,428.45,306.03
SO17619,43859,Wholesale,USD,26,356,36,1,198.92,142.09
SO17620,43862,In-Store,USD,25,178,39,10,265.00,189.29
SO17621,43916,Online,USD,20,329,41,6,274.67,196.19
SO17622,43862,Online,USD,7,270,47,3,592.65,423.32
SO17623,43879,Wholesale,USD,9,65,1,10,194.72,139.09
SO17624,43875,Wholesale,USD,26,150,6,7,440.65,314.75
SO17625,43847,Wholesale,USD,24,270,46,1,385.85,275.60
SO17626,43891,Wholesale,USD,11,225,40,9,474.02,338.59
SO17627,43904,Distributor,USD,7,222,9,7,532.13,380.10
SO17628,43956,Wholesale,USD,7,75,34,9,611.07,436.48
SO17629,43940,Wholesale,USD,6,135,4,3,459.84,328.46
SO17630,43866,In-Store,USD,12,342,1,10,625.46,446.76
SO17631,43873,In-Store,USD,15,92,22,4,585.79,418.42
SO17632,43952,In-Store,USD,5,255,41,3,554.43,396.02
SO17633,43973,Online,USD,26,315,1,9,442.01,315.72
SO17634,43884,Wholesale,USD,20,293,15,1,365.45,261.04
SO17635,43956,In-Store,USD,6,320,19,5,427.53,305.38
SO17636,43934,In-Store,USD,21,153,30,5,462.30,330.21
SO17637,43979,Wholesale,USD,20,67,7,6,540.45,386.03
SO17638,43900,In-Store,USD,23,225,1,4,228.31,163.08
SO17639,43845,Distributor,USD,17,119,16,9,489.75,349.82
SO17640,43888,Online,USD,16,226,43,1,446.50,318.93
SO17641,43928,Online,USD,11,59,13,2,200.47,143.20
SO17642,43898,Wholesale,USD,17,81,45,6,531.58,379.70
SO17643,43901,In-Store,USD,6,51,41,1,352.10,251.50
SO17644,43913,Distributor,USD,4,190,35,9,171.19,122.28
SO17645,43913,Wholesale,USD,5,246,44,9,210.45,150.32
SO17646,43949,Online,USD,19,109,41,7,569.80,407.00
SO17647,43919,Wholesale,USD,10,126,32,6,158.33,113.09
SO17648,43842,In-Store,USD,4,311,35,4,614.18,438.70
SO17649,43915,Wholesale,USD,5,36,35,6,423.74,302.67
SO17650,43855,Wholesale,USD,25,366,8,2,438.39,313.13
SO17651,43893,In-Store,USD,9,200,35,6,154.43,110.31
SO17652,43965,Online,USD,16,219,45,7,442.52,316.09
SO17653,43908,Online,USD,3,16,11,6,612.02,437.15
SO17654,43893,Online,USD,13,306,34,4,477.90,341.36
SO17655,43917,Wholesale,USD,18,95,24,6,352.06,251.47
SO17656,43969,Online,USD,16,11,37,4,529.32,378.09
SO17657,43854,Distributor,USD,7,100,29,7,441.76,315.55
SO17658,43921,Wholesale,USD,25,304,47,3,342.47,244.62
SO17659,43972,In-Store,USD,22,179,25,6,317.16,226.55
SO17660,43888,In-Store,USD,17,350,18,10,579.83,414.17
SO17661,43885,Online,USD,16,335,9,4,578.03,412.88
SO17662,43894,In-Store,USD,17,330,25,8,197.50,141.07
SO17663,43893,Distributor,USD,26,200,15,5,586.84,419.17
SO17664,43881,In-Store,USD,6,89,46,10,391.78,279.84
SO17665,43915,In-Store,USD,10,339,32,10,406.47,290.34
SO17666,43965,Distributor,USD,6,181,24,1,539.60,385.43
SO17667,43842,Wholesale,USD,24,49,20,4,203.54,145.38
SO17668,43890,Online,USD,12,216,39,2,238.93,170.67
SO17669,43901,Online,USD,16,285,42,9,389.58,278.27
SO17670,43856,Online,USD,20,181,31,6,638.85,456.32
SO17671,43901,Wholesale,USD,18,251,32,9,386.38,275.98
SO17672,43946,Distributor,USD,7,194,7,6,377.94,269.96
SO17673,43833,In-Store,USD,8,159,40,10,540.22,385.87
SO17674,43947,Distributor,USD,20,127,19,7,613.17,437.98
SO17675,43854,In-Store,USD,23,337,44,6,311.86,222.75
SO17676,43907,Wholesale,USD,12,259,16,4,179.39,128.14
SO17677,43920,In-Store,USD,12,193,38,2,523.42,373.87
SO17678,43963,Online,USD,12,167,11,1,622.10,444.36
SO17679,43922,In-Store,USD,19,251,32,9,534.70,381.93
SO17680,43840,Wholesale,USD,10,140,28,6,390.19,278.70
SO17681,43896,In-Store,USD,14,303,36,8,384.34,274.53
SO17682,43838,Online,USD,17,302,18,1,185.72,132.65
SO17683,43866,Online,USD,24,13,15,4,522.01,372.87
SO17684,43831,In-Store,USD,18,77,29,9,511.06,365.04
SO17685,43889,Online,USD,8,344,11,1,399.56,285.40
SO17686,43841,Online,USD,13,346,34,1,634.82,453.44
SO17687,43941,Online,USD,2,205,17,7,320.67,229.05
SO17688,43840,In-Store,USD,7,91,28,8,307.43,219.60
SO17689,43958,Online,USD,17,95,5,6,552.60,394.72
SO17690,43848,Distributor,USD,17,343,38,1,171.42,122.44
SO17691,43929,In-Store,USD,10,349,4,5,345.97,247.12
SO17692,43888,Wholesale,USD,13,79,27,6,443.52,316.80
SO17693,43968,Distributor,USD,22,67,44,10,635.68,454.06
SO17694,43849,In-Store,USD,16,346,20,4,577.42,412.44
SO17695,43867,Wholesale,USD,6,310,16,9,293.49,209.63
SO17696,43835,Wholesale,USD,25,8,40,10,235.61,168.29
SO17697,43970,In-Store,USD,24,199,13,5,476.73,340.52
SO17698,43897,Wholesale,USD,13,284,4,2,521.59,372.57
SO17699,43908,Online,USD,12,328,27,1,180.26,128.76
SO17700,43952,Online,USD,23,194,39,8,540.66,386.19
SO17701,43843,In-Store,USD,13,118,24,10,291.67,208.33
SO17702,43940,Online,USD,21,285,46,7,514.74,367.67
SO17703,43917,Wholesale,USD,16,33,11,2,509.16,363.69
SO17704,43860,In-Store,USD,13,205,1,4,257.14,183.67
SO17705,43904,Distributor,USD,18,225,35,5,159.91,114.22
SO17706,43839,Distributor,USD,15,1,8,8,475.20,339.43
SO17707,43859,Distributor,USD,15,131,14,10,554.53,396.09
SO17708,43934,In-Store,USD,26,62,12,3,466.11,332.93
SO17709,43868,In-Store,USD,5,297,47,7,627.12,447.94
SO17710,43888,Wholesale,USD,23,215,40,9,425.50,303.93
SO17711,43929,Online,USD,7,132,7,8,280.05,200.04
SO17712,43866,Online,USD,9,60,11,1,180.50,128.93
SO17713,43831,Wholesale,USD,26,22,33,3,427.26,305.19
SO17714,43845,Wholesale,USD,8,138,6,3,312.34,223.10
SO17715,43954,Distributor,USD,24,220,28,6,377.95,269.97
SO17716,43845,Distributor,USD,21,315,16,3,235.77,168.40
SO17717,43922,Distributor,USD,19,361,14,6,341.83,244.17
SO17718,43976,Online,USD,26,310,38,2,452.80,323.43
SO17719,43898,Online,USD,5,269,12,9,429.33,306.66
SO17720,43949,Wholesale,USD,1,35,26,9,291.65,208.32
SO17721,43841,Online,USD,26,223,18,7,170.39,121.71
SO17722,43868,In-Store,USD,19,78,28,6,602.76,430.54
SO17723,43951,In-Store,USD,25,56,3,3,195.82,139.87
SO17724,43884,Online,USD,10,189,39,4,468.30,334.50
SO17725,43948,Online,USD,7,213,33,5,335.31,239.51
SO17726,43850,Online,USD,5,313,22,3,152.64,109.03
SO17727,43894,In-Store,USD,25,297,9,2,535.50,382.50
SO17728,43972,In-Store,USD,10,23,24,3,602.58,430.41
SO17729,43971,Distributor,USD,13,228,35,3,605.82,432.73
SO17730,43876,Online,USD,23,337,14,8,452.33,323.09
SO17731,43874,Distributor,USD,25,111,2,8,435.99,311.42
SO17732,43899,Online,USD,15,281,8,8,631.64,451.17
SO17733,43868,Distributor,USD,22,82,19,3,450.25,321.61
SO17734,43965,Online,USD,19,89,36,6,247.41,176.72
SO17735,43840,In-Store,USD,2,72,29,5,184.89,132.06
SO17736,43938,Online,USD,8,269,27,4,600.78,429.13
SO17737,43975,Distributor,USD,12,223,41,7,515.55,368.25
SO17738,43921,In-Store,USD,12,173,24,4,258.58,184.70
SO17739,43941,In-Store,USD,10,223,7,6,156.39,111.71
SO17740,43921,In-Store,USD,9,161,47,10,295.49,211.06
SO17741,43970,In-Store,USD,23,339,45,9,224.07,160.05
SO17742,43842,In-Store,USD,20,172,23,1,371.39,265.28
SO17743,43887,In-Store,USD,16,9,36,10,224.17,160.12
SO17744,43924,Online,USD,2,82,32,10,501.78,358.42
SO17745,43857,Distributor,USD,12,261,21,10,505.53,361.10
SO17746,43919,Online,USD,5,343,30,1,458.17,327.27
SO17747,43878,Online,USD,12,144,36,3,301.53,215.38
SO17748,43935,Wholesale,USD,12,25,30,2,383.80,274.15
SO17749,43917,Wholesale,USD,21,216,40,5,642.37,458.83
SO17750,43961,In-Store,USD,21,117,35,3,323.25,230.90
SO17751,43888,Online,USD,18,160,39,10,505.82,361.30
SO17752,43846,Distributor,USD,24,222,33,8,497.62,355.44
SO17753,43945,Distributor,USD,5,81,15,9,250.16,178.68
SO17754,43871,Distributor,USD,12,346,28,2,274.41,196.00
SO17755,43908,Wholesale,USD,21,90,27,4,446.01,318.58
SO17756,43958,Distributor,USD,21,142,32,7,419.32,299.51
SO17757,43886,Wholesale,USD,8,189,43,4,381.46,272.47
SO17758,43863,Online,USD,3,149,20,4,316.56,226.11
SO17759,43922,In-Store,USD,23,33,23,2,639.66,456.90
SO17760,43839,In-Store,USD,16,147,47,9,506.34,361.67
SO17761,43905,In-Store,USD,1,25,47,3,245.78,175.56
SO17762,43943,Wholesale,USD,16,78,20,10,472.73,337.66
SO17763,43914,Distributor,USD,16,190,45,6,548.00,391.43
SO17764,43962,Online,USD,1,305,17,6,277.03,197.88
SO17765,43886,In-Store,USD,26,325,44,1,567.86,405.62
SO17766,43900,Wholesale,USD,9,246,38,10,228.25,163.04
SO17767,43922,In-Store,USD,20,242,25,5,243.34,173.81
SO17768,43882,Online,USD,20,31,39,6,422.50,301.79
SO17769,43880,Online,USD,14,117,5,3,558.20,398.72
SO17770,43932,Online,USD,16,13,35,5,605.22,432.30
SO17771,43970,Online,USD,13,305,29,5,197.73,141.23
SO17772,43950,Distributor,USD,25,17,5,2,434.69,310.49
SO17773,43834,Distributor,USD,24,102,2,1,519.80,371.28
SO17774,43944,In-Store,USD,24,325,45,4,350.19,250.13
SO17775,43896,In-Store,USD,13,124,9,2,194.82,139.16
SO17776,43869,In-Store,USD,14,218,45,2,367.69,262.64
SO17777,43960,Online,USD,21,250,43,9,572.18,408.70
SO17778,43952,Distributor,USD,15,287,10,7,263.11,187.94
SO17779,43965,Online,USD,20,209,46,7,371.04,265.03
SO17780,43878,Wholesale,USD,4,137,4,3,219.33,156.67
SO17781,43935,Online,USD,25,59,12,1,502.69,359.06
SO17782,43914,Distributor,USD,18,54,14,4,637.59,455.42
SO17783,43858,In-Store,USD,6,119,35,6,377.92,269.94
SO17784,43838,Online,USD,26,296,4,3,440.00,314.29
SO17785,43951,Distributor,USD,4,3,39,1,243.94,174.24
SO17786,43900,Distributor,USD,4,149,6,1,329.27,235.19
SO17787,43978,Distributor,USD,1,142,37,9,172.82,123.44
SO17788,43886,Distributor,USD,7,132,32,3,562.74,401.96
SO17789,43843,Distributor,USD,11,143,46,1,476.65,340.47
SO17790,43855,In-Store,USD,5,141,4,6,458.58,327.56
SO17791,43899,Wholesale,USD,15,127,44,5,433.76,309.83
SO17792,43899,In-Store,USD,16,22,16,10,463.55,331.11
SO17793,43908,Distributor,USD,12,290,44,3,351.63,251.17
SO17794,43838,Online,USD,25,343,37,3,222.69,159.06
SO17795,43901,Distributor,USD,15,255,24,7,594.56,424.69
SO17796,43919,Distributor,USD,22,95,44,9,243.98,174.27
SO17797,43957,Wholesale,USD,12,263,26,9,347.03,247.88
SO17798,43863,In-Store,USD,11,310,40,7,347.68,248.34
SO17799,43958,Distributor,USD,7,51,29,9,512.29,365.92
SO17800,43848,Distributor,USD,24,237,39,10,238.96,170.69
SO17801,43909,Online,USD,22,241,18,4,240.88,172.05
SO17802,43914,Distributor,USD,10,356,6,7,153.03,109.30
SO17803,43972,In-Store,USD,3,66,41,8,255.83,182.73
SO17804,43949,Distributor,USD,11,191,5,3,648.87,463.48
SO17805,43976,In-Store,USD,18,101,32,8,214.84,153.46
SO17806,43856,Distributor,USD,3,227,1,6,252.29,180.21
SO17807,43904,Wholesale,USD,13,350,4,10,520.81,372.00
SO17808,43855,Wholesale,USD,22,112,6,8,294.88,210.63
SO17809,43975,Online,USD,26,323,1,9,580.25,414.46
SO17810,43834,In-Store,USD,20,74,7,4,369.07,263.62
SO17811,43935,Wholesale,USD,25,106,19,9,163.74,116.96
SO17812,43906,Distributor,USD,11,112,9,1,509.50,363.93
SO17813,43885,Distributor,USD,15,37,44,10,627.33,448.09
SO17814,43954,In-Store,USD,10,41,14,2,284.21,203.00
SO17815,43909,Online,USD,11,21,30,4,374.42,267.44
SO17816,43931,Online,USD,6,269,33,7,635.46,453.90
SO17817,43846,Online,USD,20,320,39,1,605.77,432.69
SO17818,43846,Online,USD,1,325,21,5,407.24,290.89
SO17819,43879,Distributor,USD,21,269,41,9,456.53,326.09
SO17820,43901,Online,USD,10,356,16,5,162.72,116.23
SO17821,43881,Wholesale,USD,25,225,14,9,323.43,231.02
SO17822,43945,In-Store,USD,5,208,11,5,469.12,335.08
SO17823,43924,Distributor,USD,20,86,8,8,246.57,176.12
SO17824,43852,Distributor,USD,12,29,27,5,489.87,349.91
SO17825,43968,In-Store,USD,17,253,21,3,375.41,268.15
SO17826,43908,Online,USD,7,135,29,8,344.12,245.80
SO17827,43859,Wholesale,USD,1,365,39,2,152.98,109.27
SO17828,43849,Online,USD,13,212,20,1,297.66,212.61
SO17829,43841,Distributor,USD,15,44,31,1,492.28,351.63
SO17830,43972,Wholesale,USD,19,201,34,5,496.09,354.35
SO17831,43897,Distributor,USD,9,105,25,2,318.53,227.52
SO17832,43841,Wholesale,USD,21,163,28,8,566.82,404.87
SO17833,43895,Distributor,USD,8,192,28,9,518.61,370.44
SO17834,43911,Online,USD,1,206,45,10,545.90,389.93
SO17835,43969,Wholesale,USD,9,299,3,7,408.96,292.11
SO17836,43848,Wholesale,USD,7,145,26,8,202.19,144.42
SO17837,43851,In-Store,USD,16,120,13,4,514.73,367.67
SO17838,43850,In-Store,USD,3,165,21,4,469.11,335.08
SO17839,43857,In-Store,USD,8,193,4,1,528.89,377.78
SO17840,43889,In-Store,USD,26,142,8,9,299.00,213.57
SO17841,43886,In-Store,USD,24,77,32,7,482.75,344.82
SO17842,43912,Online,USD,1,172,34,6,415.95,297.10
SO17843,43963,In-Store,USD,5,259,8,2,258.93,184.95
SO17844,43949,In-Store,USD,22,144,23,2,518.47,370.33
SO17845,43831,Wholesale,USD,1,301,14,4,217.83,155.59
SO17846,43896,Wholesale,USD,20,365,23,5,155.52,111.08
SO17847,43837,Online,USD,25,105,10,9,323.09,230.78
SO17848,43977,Distributor,USD,19,152,29,9,598.63,427.59
SO17849,43920,In-Store,USD,26,265,11,9,286.67,204.76
SO17850,43904,Wholesale,USD,13,242,39,8,649.24,463.74
SO17851,43940,In-Store,USD,7,162,45,5,373.41,266.72
SO17852,43932,Wholesale,USD,16,273,9,10,487.41,348.15
SO17853,43911,Online,USD,9,217,13,3,626.32,447.37
SO17854,43947,In-Store,USD,23,271,31,9,238.57,170.41
SO17855,43945,In-Store,USD,3,151,40,6,406.87,290.62
SO17856,43854,Wholesale,USD,4,178,34,4,600.96,429.26
SO17857,43917,Online,USD,14,248,21,3,270.15,192.96
SO17858,43890,Wholesale,USD,21,290,11,9,476.92,340.66
SO17859,43964,Online,USD,2,208,3,3,303.51,216.79
SO17860,43835,Distributor,USD,15,117,19,8,203.21,145.15
SO17861,43902,Wholesale,USD,20,186,31,1,205.15,146.54
SO17862,43891,Online,USD,2,204,8,2,563.90,402.79
SO17863,43837,In-Store,USD,14,279,43,2,491.83,351.30
SO17864,43866,Distributor,USD,10,189,8,9,419.73,299.81
SO17865,43976,In-Store,USD,20,305,30,6,342.44,244.60
SO17866,43964,Online,USD,22,33,23,8,421.75,301.25
SO17867,43833,Online,USD,9,326,17,4,234.41,167.44
SO17868,43878,In-Store,USD,26,74,45,3,362.80,259.14
SO17869,43975,Distributor,USD,2,306,11,2,621.00,443.57
SO17870,43891,Wholesale,USD,19,58,3,7,390.05,278.61
SO17871,43857,Online,USD,15,263,40,1,547.86,391.33
SO17872,43974,In-Store,USD,26,321,8,4,395.71,282.65
SO17873,43832,Wholesale,USD,13,213,36,4,232.73,166.24
SO17874,43924,In-Store,USD,16,319,10,4,544.65,389.04
SO17875,43921,Online,USD,16,358,21,7,233.88,167.06
SO17876,43935,Online,USD,24,63,23,9,512.39,365.99
SO17877,43833,Distributor,USD,21,266,36,8,479.71,342.65
SO17878,43858,Online,USD,14,212,30,10,642.93,459.23
SO17879,43892,In-Store,USD,13,246,4,9,552.71,394.80
SO17880,43982,In-Store,USD,12,323,40,9,345.19,246.56
SO17881,43853,Online,USD,18,170,43,5,241.68,172.63
SO17882,43963,Distributor,USD,19,5,28,2,194.17,138.69
SO17883,43880,In-Store,USD,16,245,11,10,502.76,359.11
SO17884,43907,Online,USD,13,78,37,2,299.98,214.27
SO17885,43842,In-Store,USD,25,267,15,7,586.84,419.17
SO17886,43981,In-Store,USD,2,249,6,7,158.35,113.10
SO17887,43910,Online,USD,6,194,30,7,241.45,172.47
SO17888,43910,In-Store,USD,19,114,38,8,311.46,222.47
SO17889,43894,Distributor,USD,26,241,40,10,489.88,349.91
SO17890,43981,Online,USD,21,179,43,8,261.01,186.43
SO17891,43934,Online,USD,23,210,19,1,623.45,445.32
SO17892,43955,Wholesale,USD,14,6,16,5,226.79,161.99
SO17893,43898,Online,USD,11,102,44,3,190.17,135.84
SO17894,43889,Wholesale,USD,6,240,47,5,441.51,315.37
SO17895,43880,Online,USD,15,80,21,4,358.98,256.41
SO17896,43927,Wholesale,USD,20,326,27,4,314.35,224.53
SO17897,43833,Distributor,USD,4,176,21,5,166.39,118.85
SO17898,43965,Distributor,USD,2,307,1,4,422.49,301.78
SO17899,43893,Online,USD,8,204,42,10,311.47,222.48
SO17900,43970,Distributor,USD,5,172,40,4,394.85,282.04
SO17901,43955,Online,USD,12,74,45,7,236.17,168.69
SO17902,43947,Distributor,USD,18,193,28,2,406.52,290.37
SO17903,43850,Distributor,USD,25,66,2,7,405.50,289.64
SO17904,43964,In-Store,USD,24,292,6,5,600.67,429.05
SO17905,43950,In-Store,USD,15,328,10,9,284.21,203.01
SO17906,43914,In-Store,USD,22,250,41,2,395.09,282.21
SO17907,43834,Distributor,USD,10,94,18,4,166.88,119.20
SO17908,43945,Wholesale,USD,5,62,35,10,256.43,183.16
SO17909,43953,In-Store,USD,6,80,34,6,614.50,438.93
SO17910,43960,Online,USD,13,234,27,6,634.84,453.46
SO17911,43871,Online,USD,19,317,44,1,390.08,278.63
SO17912,43949,Distributor,USD,12,61,21,8,391.78,279.85
SO17913,43935,Online,USD,20,367,38,6,423.82,302.73
SO17914,43916,In-Store,USD,1,82,46,1,184.94,132.10
SO17915,43875,Wholesale,USD,25,209,40,4,421.84,301.32
SO17916,43907,Distributor,USD,15,334,29,7,367.56,262.55
SO17917,43887,Wholesale,USD,7,159,40,4,408.54,291.82
SO17918,43861,Wholesale,USD,14,62,20,6,619.86,442.75
SO17919,43919,Distributor,USD,21,91,8,7,580.09,414.35
SO17920,43873,In-Store,USD,6,215,42,7,639.05,456.46
SO17921,43884,Online,USD,25,196,27,5,486.62,347.59
SO17922,43918,In-Store,USD,15,271,43,9,338.28,241.63
SO17923,43946,Wholesale,USD,17,61,47,8,189.08,135.06
SO17924,43837,Online,USD,25,72,37,8,634.57,453.26
SO17925,43891,In-Store,USD,26,310,43,1,650.88,464.91
SO17926,43935,Distributor,USD,25,229,46,3,520.33,371.66
SO17927,43972,Distributor,USD,3,115,36,6,248.75,177.68
SO17928,43877,In-Store,USD,25,218,40,2,266.33,190.24
SO17929,43910,Online,USD,11,140,42,4,444.49,317.49
SO17930,43956,Wholesale,USD,1,30,40,1,188.01,134.29
SO17931,43867,In-Store,USD,9,359,40,6,217.41,155.29
SO17932,43899,In-Store,USD,8,268,37,5,564.51,403.22
SO17933,43853,Distributor,USD,7,309,41,3,565.78,404.13
SO17934,43833,Distributor,USD,22,122,40,7,408.92,292.08
SO17935,43938,Online,USD,3,209,15,5,430.59,307.56
SO17936,43864,In-Store,USD,20,67,5,10,428.54,306.10
SO17937,43922,In-Store,USD,3,23,43,1,590.23,421.60
SO17938,43924,Online,USD,26,70,2,3,609.18,435.13
SO17939,43876,In-Store,USD,17,257,7,7,637.21,455.15
SO17940,43907,Wholesale,USD,5,337,37,9,517.73,369.81
SO17941,43949,Wholesale,USD,20,260,27,3,324.74,231.96
SO17942,43865,In-Store,USD,12,352,2,10,522.66,373.33
SO17943,43874,Distributor,USD,6,193,19,10,163.96,117.12
SO17944,43883,Online,USD,21,110,19,7,253.07,180.77
SO17945,43850,Wholesale,USD,4,88,38,3,285.14,203.67
SO17946,43957,In-Store,USD,18,211,14,6,261.45,186.75
SO17947,43948,Distributor,USD,13,110,44,10,208.95,149.25
SO17948,43861,Wholesale,USD,10,135,12,1,455.33,325.24
SO17949,43957,Wholesale,USD,16,40,11,9,294.95,210.68
SO17950,43858,In-Store,USD,1,363,16,4,511.50,365.36
SO17951,43919,Distributor,USD,12,82,5,3,248.57,177.55
SO17952,43900,In-Store,USD,18,126,47,2,597.36,426.69
SO17953,43872,Wholesale,USD,8,80,23,5,213.42,152.45
SO17954,43897,In-Store,USD,11,302,25,3,348.65,249.03
SO17955,43872,In-Store,USD,13,185,46,6,581.68,415.48
SO17956,43863,Wholesale,USD,10,145,14,2,189.69,135.49
SO17957,43943,Online,USD,22,224,47,9,287.79,205.57
SO17958,43841,Wholesale,USD,2,89,41,3,189.76,135.54
SO17959,43910,Wholesale,USD,20,259,26,5,489.94,349.96
SO17960,43873,In-Store,USD,25,244,47,5,291.34,208.10
SO17961,43886,Wholesale,USD,11,161,43,3,628.78,449.13
SO17962,43980,Online,USD,25,40,11,1,360.23,257.31
SO17963,43932,Wholesale,USD,17,113,17,5,531.51,379.65
SO17964,43898,In-Store,USD,25,190,12,2,636.93,454.95
SO17965,43882,Wholesale,USD,21,58,17,3,310.36,221.69
SO17966,43970,In-Store,USD,24,133,29,10,287.66,205.47
SO17967,43914,In-Store,USD,18,199,16,3,450.90,322.07
SO17968,43981,Wholesale,USD,15,25,4,1,395.97,282.83
SO17969,43885,Distributor,USD,26,362,37,8,602.82,430.59
SO17970,43844,In-Store,USD,9,247,44,9,325.80,232.72
SO17971,43920,Wholesale,USD,16,173,42,5,220.14,157.25
SO17972,43903,In-Store,USD,11,348,7,1,560.46,400.33
SO17973,43882,Online,USD,21,220,35,1,314.96,224.97
SO17974,43842,Wholesale,USD,5,119,39,10,196.80,140.57
